# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2023-03-23 16:06:58 -04:00	(nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 371425116251902 227B S08 E50 17    6    UE-20n 1 (2834 ft)
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 371425116251902
#    TS_ID       Parameter Description
#    304741      72204     Barometric pressure (BP), uncorrected, pounds per square inch
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
#
agency_cd	site_no	datetime	tz_cd	304741_72204	304741_72204_cd
USGS	371425116251902	2021-11-12 19:30	PST	11.7836	P
USGS	371425116251902	2021-11-12 19:40	PST	11.7741	P
USGS	371425116251902	2021-11-12 19:50	PST	11.7801	P
USGS	371425116251902	2021-11-12 20:00	PST	11.7825	P
USGS	371425116251902	2021-11-12 20:10	PST	11.7744	P
USGS	371425116251902	2021-11-12 20:20	PST	11.7844	P
USGS	371425116251902	2021-11-12 20:30	PST	11.7821	P
USGS	371425116251902	2021-11-12 20:40	PST	11.7834	P
USGS	371425116251902	2021-11-12 20:50	PST	11.7852	P
USGS	371425116251902	2021-11-12 21:00	PST	11.7805	P
USGS	371425116251902	2021-11-12 21:10	PST	11.7853	P
USGS	371425116251902	2021-11-12 21:20	PST	11.7758	P
USGS	371425116251902	2021-11-12 21:30	PST	11.7857	P
USGS	371425116251902	2021-11-12 21:40	PST	11.7788	P
USGS	371425116251902	2021-11-12 21:50	PST	11.7860	P
USGS	371425116251902	2021-11-12 22:00	PST	11.7817	P
USGS	371425116251902	2021-11-12 22:10	PST	11.7844	P
USGS	371425116251902	2021-11-12 22:20	PST	11.7844	P
USGS	371425116251902	2021-11-12 22:30	PST	11.7820	P
USGS	371425116251902	2021-11-12 22:40	PST	11.7844	P
USGS	371425116251902	2021-11-12 22:50	PST	11.7784	P
USGS	371425116251902	2021-11-12 23:00	PST	11.7832	P
USGS	371425116251902	2021-11-12 23:10	PST	11.7754	P
USGS	371425116251902	2021-11-12 23:20	PST	11.7827	P
USGS	371425116251902	2021-11-12 23:30	PST	11.7736	P
USGS	371425116251902	2021-11-12 23:40	PST	11.7809	P
USGS	371425116251902	2021-11-12 23:50	PST	11.7716	P
USGS	371425116251902	2021-11-13 00:00	PST	11.7787	P
USGS	371425116251902	2021-11-13 00:10	PST	11.7716	P
USGS	371425116251902	2021-11-13 00:20	PST	11.7776	P
USGS	371425116251902	2021-11-13 00:30	PST	11.7705	P
USGS	371425116251902	2021-11-13 00:40	PST	11.7752	P
USGS	371425116251902	2021-11-13 00:50	PST	11.7693	P
USGS	371425116251902	2021-11-13 01:00	PST	11.7716	P
USGS	371425116251902	2021-11-13 01:10	PST	11.7681	P
USGS	371425116251902	2021-11-13 01:20	PST	11.7693	P
USGS	371425116251902	2021-11-13 01:30	PST	11.7693	P
USGS	371425116251902	2021-11-13 01:40	PST	11.7681	P
USGS	371425116251902	2021-11-13 01:50	PST	11.7705	P
USGS	371425116251902	2021-11-13 02:00	PST	11.7645	P
USGS	371425116251902	2021-11-13 02:10	PST	11.7693	P
USGS	371425116251902	2021-11-13 02:20	PST	11.7633	P
USGS	371425116251902	2021-11-13 02:30	PST	11.7693	P
USGS	371425116251902	2021-11-13 02:40	PST	11.7597	P
USGS	371425116251902	2021-11-13 02:50	PST	11.7669	P
USGS	371425116251902	2021-11-13 03:00	PST	11.7574	P
USGS	371425116251902	2021-11-13 03:10	PST	11.7671	P
USGS	371425116251902	2021-11-13 03:20	PST	11.7578	P
USGS	371425116251902	2021-11-13 03:30	PST	11.7648	P
USGS	371425116251902	2021-11-13 03:40	PST	11.7550	P
USGS	371425116251902	2021-11-13 03:50	PST	11.7645	P
USGS	371425116251902	2021-11-13 04:00	PST	11.7550	P
USGS	371425116251902	2021-11-13 04:10	PST	11.7609	P
USGS	371425116251902	2021-11-13 04:20	PST	11.7562	P
USGS	371425116251902	2021-11-13 04:30	PST	11.7590	P
USGS	371425116251902	2021-11-13 04:40	PST	11.7584	P
USGS	371425116251902	2021-11-13 04:50	PST	11.7570	P
USGS	371425116251902	2021-11-13 05:00	PST	11.7630	P
USGS	371425116251902	2021-11-13 05:10	PST	11.7570	P
USGS	371425116251902	2021-11-13 05:20	PST	11.7631	P
USGS	371425116251902	2021-11-13 05:30	PST	11.7566	P
USGS	371425116251902	2021-11-13 05:40	PST	11.7665	P
USGS	371425116251902	2021-11-13 05:50	PST	11.7574	P
USGS	371425116251902	2021-11-13 06:00	PST	11.7669	P
USGS	371425116251902	2021-11-13 06:10	PST	11.7585	P
USGS	371425116251902	2021-11-13 06:20	PST	11.7693	P
USGS	371425116251902	2021-11-13 06:30	PST	11.7625	P
USGS	371425116251902	2021-11-13 06:40	PST	11.7700	P
USGS	371425116251902	2021-11-13 06:50	PST	11.7627	P
USGS	371425116251902	2021-11-13 07:00	PST	11.7741	P
USGS	371425116251902	2021-11-13 07:10	PST	11.7680	P
USGS	371425116251902	2021-11-13 07:20	PST	11.7737	P
USGS	371425116251902	2021-11-13 07:30	PST	11.7731	P
USGS	371425116251902	2021-11-13 07:40	PST	11.7685	P
USGS	371425116251902	2021-11-13 07:50	PST	11.7768	P
USGS	371425116251902	2021-11-13 08:00	PST	11.7794	P
USGS	371425116251902	2021-11-13 08:10	PST	11.7774	P
USGS	371425116251902	2021-11-13 08:20	PST	11.7718	P
USGS	371425116251902	2021-11-13 08:30	PST	11.7729	P
USGS	371425116251902	2021-11-13 08:40	PST	11.7774	P
USGS	371425116251902	2021-11-13 08:50	PST	11.7810	P
USGS	371425116251902	2021-11-13 09:00	PST	11.7814	P
USGS	371425116251902	2021-11-13 09:10	PST	11.7819	P
USGS	371425116251902	2021-11-13 09:20	PST	11.7818	P
USGS	371425116251902	2021-11-13 09:30	PST	11.7826	P
USGS	371425116251902	2021-11-13 09:40	PST	11.7822	P
USGS	371425116251902	2021-11-13 09:50	PST	11.7807	P
USGS	371425116251902	2021-11-13 10:00	PST	11.7804	P
USGS	371425116251902	2021-11-13 10:10	PST	11.7744	P
USGS	371425116251902	2021-11-13 10:20	PST	11.7743	P
USGS	371425116251902	2021-11-13 10:30	PST	11.7766	P
USGS	371425116251902	2021-11-13 10:40	PST	11.7784	P
USGS	371425116251902	2021-11-13 10:50	PST	11.7807	P
USGS	371425116251902	2021-11-13 11:00	PST	11.7759	P
USGS	371425116251902	2021-11-13 11:10	PST	11.7687	P
USGS	371425116251902	2021-11-13 11:20	PST	11.7669	P
USGS	371425116251902	2021-11-13 11:30	PST	11.7703	P
USGS	371425116251902	2021-11-13 11:40	PST	11.7687	P
USGS	371425116251902	2021-11-13 11:50	PST	11.7601	P
USGS	371425116251902	2021-11-13 12:00	PST	11.7637	P
USGS	371425116251902	2021-11-13 12:10	PST	11.7649	P
USGS	371425116251902	2021-11-13 12:20	PST	11.7590	P
USGS	371425116251902	2021-11-13 12:30	PST	11.7578	P
USGS	371425116251902	2021-11-13 12:40	PST	11.7613	P
USGS	371425116251902	2021-11-13 12:50	PST	11.7566	P
USGS	371425116251902	2021-11-13 13:00	PST	11.7495	P
USGS	371425116251902	2021-11-13 13:10	PST	11.7554	P
USGS	371425116251902	2021-11-13 13:20	PST	11.7566	P
USGS	371425116251902	2021-11-13 13:30	PST	11.7495	P
USGS	371425116251902	2021-11-13 13:40	PST	11.7530	P
USGS	371425116251902	2021-11-13 13:50	PST	11.7566	P
USGS	371425116251902	2021-11-13 14:00	PST	11.7554	P
USGS	371425116251902	2021-11-13 14:10	PST	11.7483	P
USGS	371425116251902	2021-11-13 14:20	PST	11.7554	P
USGS	371425116251902	2021-11-13 14:30	PST	11.7605	P
USGS	371425116251902	2021-11-13 14:40	PST	11.7573	P
USGS	371425116251902	2021-11-13 14:50	PST	11.7542	P
USGS	371425116251902	2021-11-13 15:00	PST	11.7522	P
USGS	371425116251902	2021-11-13 15:10	PST	11.7557	P
USGS	371425116251902	2021-11-13 15:20	PST	11.7593	P
USGS	371425116251902	2021-11-13 15:30	PST	11.7617	P
USGS	371425116251902	2021-11-13 15:40	PST	11.7617	P
USGS	371425116251902	2021-11-13 15:50	PST	11.7620	P
USGS	371425116251902	2021-11-13 16:00	PST	11.7612	P
USGS	371425116251902	2021-11-13 16:10	PST	11.7589	P
USGS	371425116251902	2021-11-13 16:20	PST	11.7601	P
USGS	371425116251902	2021-11-13 16:30	PST	11.7589	P
USGS	371425116251902	2021-11-13 16:40	PST	11.7610	P
USGS	371425116251902	2021-11-13 16:50	PST	11.7640	P
USGS	371425116251902	2021-11-13 17:00	PST	11.7655	P
USGS	371425116251902	2021-11-13 17:10	PST	11.7597	P
USGS	371425116251902	2021-11-13 17:20	PST	11.7623	P
USGS	371425116251902	2021-11-13 17:30	PST	11.7671	P
USGS	371425116251902	2021-11-13 17:40	PST	11.7615	P
USGS	371425116251902	2021-11-13 17:50	PST	11.7639	P
USGS	371425116251902	2021-11-13 18:00	PST	11.7693	P
USGS	371425116251902	2021-11-13 18:10	PST	11.7591	P
USGS	371425116251902	2021-11-13 18:20	PST	11.7678	P
USGS	371425116251902	2021-11-13 18:30	PST	11.7612	P
USGS	371425116251902	2021-11-13 18:40	PST	11.7687	P
USGS	371425116251902	2021-11-13 18:50	PST	11.7643	P
USGS	371425116251902	2021-11-13 19:00	PST	11.7693	P
USGS	371425116251902	2021-11-13 19:10	PST	11.7681	P
USGS	371425116251902	2021-11-13 19:20	PST	11.7669	P
USGS	371425116251902	2021-11-13 19:30	PST	11.7718	P
USGS	371425116251902	2021-11-13 19:40	PST	11.7689	P
USGS	371425116251902	2021-11-13 19:50	PST	11.7772	P
USGS	371425116251902	2021-11-13 20:00	PST	11.7653	P
USGS	371425116251902	2021-11-13 20:10	PST	11.7749	P
USGS	371425116251902	2021-11-13 20:20	PST	11.7677	P
USGS	371425116251902	2021-11-13 20:30	PST	11.7796	P
USGS	371425116251902	2021-11-13 20:40	PST	11.7737	P
USGS	371425116251902	2021-11-13 20:50	PST	11.7820	P
USGS	371425116251902	2021-11-13 21:00	PST	11.7772	P
USGS	371425116251902	2021-11-13 21:10	PST	11.7796	P
USGS	371425116251902	2021-11-13 21:20	PST	11.7808	P
USGS	371425116251902	2021-11-13 21:30	PST	11.7784	P
USGS	371425116251902	2021-11-13 21:40	PST	11.7820	P
USGS	371425116251902	2021-11-13 21:50	PST	11.7784	P
USGS	371425116251902	2021-11-13 22:00	PST	11.7820	P
USGS	371425116251902	2021-11-13 22:10	PST	11.7737	P
USGS	371425116251902	2021-11-13 22:20	PST	11.7821	P
USGS	371425116251902	2021-11-13 22:30	PST	11.7730	P
USGS	371425116251902	2021-11-13 22:40	PST	11.7827	P
USGS	371425116251902	2021-11-13 22:50	PST	11.7731	P
USGS	371425116251902	2021-11-13 23:00	PST	11.7823	P
USGS	371425116251902	2021-11-13 23:10	PST	11.7750	P
USGS	371425116251902	2021-11-13 23:20	PST	11.7822	P
USGS	371425116251902	2021-11-13 23:30	PST	11.7774	P
USGS	371425116251902	2021-11-13 23:40	PST	11.7798	P
USGS	371425116251902	2021-11-13 23:50	PST	11.7751	P
USGS	371425116251902	2021-11-14 00:00	PST	11.7749	P
USGS	371425116251902	2021-11-14 00:10	PST	11.7772	P
USGS	371425116251902	2021-11-14 00:20	PST	11.7749	P
USGS	371425116251902	2021-11-14 00:30	PST	11.7772	P
USGS	371425116251902	2021-11-14 00:40	PST	11.7701	P
USGS	371425116251902	2021-11-14 00:50	PST	11.7772	P
USGS	371425116251902	2021-11-14 01:00	PST	11.7678	P
USGS	371425116251902	2021-11-14 01:10	PST	11.7797	P
USGS	371425116251902	2021-11-14 01:20	PST	11.7716	P
USGS	371425116251902	2021-11-14 01:30	PST	11.7814	P
USGS	371425116251902	2021-11-14 01:40	PST	11.7732	P
USGS	371425116251902	2021-11-14 01:50	PST	11.7828	P
USGS	371425116251902	2021-11-14 02:00	PST	11.7781	P
USGS	371425116251902	2021-11-14 02:10	PST	11.7830	P
USGS	371425116251902	2021-11-14 02:20	PST	11.7793	P
USGS	371425116251902	2021-11-14 02:30	PST	11.7817	P
USGS	371425116251902	2021-11-14 02:40	PST	11.7808	P
USGS	371425116251902	2021-11-14 02:50	PST	11.7799	P
USGS	371425116251902	2021-11-14 03:00	PST	11.7812	P
USGS	371425116251902	2021-11-14 03:10	PST	11.7764	P
USGS	371425116251902	2021-11-14 03:20	PST	11.7788	P
USGS	371425116251902	2021-11-14 03:30	PST	11.7727	P
USGS	371425116251902	2021-11-14 03:40	PST	11.7788	P
USGS	371425116251902	2021-11-14 03:50	PST	11.7693	P
USGS	371425116251902	2021-11-14 04:00	PST	11.7788	P
USGS	371425116251902	2021-11-14 04:10	PST	11.7693	P
USGS	371425116251902	2021-11-14 04:20	PST	11.7788	P
USGS	371425116251902	2021-11-14 04:30	PST	11.7693	P
USGS	371425116251902	2021-11-14 04:40	PST	11.7788	P
USGS	371425116251902	2021-11-14 04:50	PST	11.7693	P
USGS	371425116251902	2021-11-14 05:00	PST	11.7800	P
USGS	371425116251902	2021-11-14 05:10	PST	11.7705	P
USGS	371425116251902	2021-11-14 05:20	PST	11.7764	P
USGS	371425116251902	2021-11-14 05:30	PST	11.7728	P
USGS	371425116251902	2021-11-14 05:40	PST	11.7752	P
USGS	371425116251902	2021-11-14 05:50	PST	11.7728	P
USGS	371425116251902	2021-11-14 06:00	PST	11.7752	P
USGS	371425116251902	2021-11-14 06:10	PST	11.7752	P
USGS	371425116251902	2021-11-14 06:20	PST	11.7740	P
USGS	371425116251902	2021-11-14 06:30	PST	11.7764	P
USGS	371425116251902	2021-11-14 06:40	PST	11.7740	P
USGS	371425116251902	2021-11-14 06:50	PST	11.7788	P
USGS	371425116251902	2021-11-14 07:00	PST	11.7740	P
USGS	371425116251902	2021-11-14 07:10	PST	11.7826	P
USGS	371425116251902	2021-11-14 07:20	PST	11.7761	P
USGS	371425116251902	2021-11-14 07:30	PST	11.7860	P
USGS	371425116251902	2021-11-14 07:40	PST	11.7852	P
USGS	371425116251902	2021-11-14 07:50	PST	11.7807	P
USGS	371425116251902	2021-11-14 08:00	PST	11.7891	P
USGS	371425116251902	2021-11-14 08:10	PST	11.7912	P
USGS	371425116251902	2021-11-14 08:20	PST	11.7862	P
USGS	371425116251902	2021-11-14 08:30	PST	11.7812	P
USGS	371425116251902	2021-11-14 08:40	PST	11.7822	P
USGS	371425116251902	2021-11-14 08:50	PST	11.7822	P
USGS	371425116251902	2021-11-14 09:00	PST	11.7844	P
USGS	371425116251902	2021-11-14 09:10	PST	11.7830	P
USGS	371425116251902	2021-11-14 09:20	PST	11.7821	P
USGS	371425116251902	2021-11-14 09:30	PST	11.7827	P
USGS	371425116251902	2021-11-14 09:40	PST	11.7886	P
USGS	371425116251902	2021-11-14 09:50	PST	11.7902	P
USGS	371425116251902	2021-11-14 10:00	PST	11.7878	P
USGS	371425116251902	2021-11-14 10:10	PST	11.7800	P
USGS	371425116251902	2021-11-14 10:20	PST	11.7852	P
USGS	371425116251902	2021-11-14 10:30	PST	11.7886	P
USGS	371425116251902	2021-11-14 10:40	PST	11.7839	P
USGS	371425116251902	2021-11-14 10:50	PST	11.7815	P
USGS	371425116251902	2021-11-14 11:00	PST	11.7839	P
USGS	371425116251902	2021-11-14 11:10	PST	11.7763	P
USGS	371425116251902	2021-11-14 11:20	PST	11.7779	P
USGS	371425116251902	2021-11-14 11:30	PST	11.7752	P
USGS	371425116251902	2021-11-14 11:40	PST	11.7681	P
USGS	371425116251902	2021-11-14 11:50	PST	11.7752	P
USGS	371425116251902	2021-11-14 12:00	PST	11.7634	P
USGS	371425116251902	2021-11-14 12:10	PST	11.7705	P
USGS	371425116251902	2021-11-14 12:20	PST	11.7634	P
USGS	371425116251902	2021-11-14 12:30	PST	11.7657	P
USGS	371425116251902	2021-11-14 12:40	PST	11.7634	P
USGS	371425116251902	2021-11-14 12:50	PST	11.7574	P
USGS	371425116251902	2021-11-14 13:00	PST	11.7634	P
USGS	371425116251902	2021-11-14 13:10	PST	11.7551	P
USGS	371425116251902	2021-11-14 13:20	PST	11.7586	P
USGS	371425116251902	2021-11-14 13:30	PST	11.7586	P
USGS	371425116251902	2021-11-14 13:40	PST	11.7494	P
USGS	371425116251902	2021-11-14 13:50	PST	11.7567	P
USGS	371425116251902	2021-11-14 14:00	PST	11.7557	P
USGS	371425116251902	2021-11-14 14:10	PST	11.7475	P
USGS	371425116251902	2021-11-14 14:20	PST	11.7549	P
USGS	371425116251902	2021-11-14 14:30	PST	11.7528	P
USGS	371425116251902	2021-11-14 14:40	PST	11.7459	P
USGS	371425116251902	2021-11-14 14:50	PST	11.7554	P
USGS	371425116251902	2021-11-14 15:00	PST	11.7554	P
USGS	371425116251902	2021-11-14 15:10	PST	11.7518	P
USGS	371425116251902	2021-11-14 15:20	PST	11.7518	P
USGS	371425116251902	2021-11-14 15:30	PST	11.7554	P
USGS	371425116251902	2021-11-14 15:40	PST	11.7584	P
USGS	371425116251902	2021-11-14 15:50	PST	11.7550	P
USGS	371425116251902	2021-11-14 16:00	PST	11.7509	P
USGS	371425116251902	2021-11-14 16:10	PST	11.7522	P
USGS	371425116251902	2021-11-14 16:20	PST	11.7546	P
USGS	371425116251902	2021-11-14 16:30	PST	11.7561	P
USGS	371425116251902	2021-11-14 16:40	PST	11.7565	P
USGS	371425116251902	2021-11-14 16:50	PST	11.7559	P
USGS	371425116251902	2021-11-14 17:00	PST	11.7533	P
USGS	371425116251902	2021-11-14 17:10	PST	11.7532	P
USGS	371425116251902	2021-11-14 17:20	PST	11.7608	P
USGS	371425116251902	2021-11-14 17:30	PST	11.7633	P
USGS	371425116251902	2021-11-14 17:40	PST	11.7552	P
USGS	371425116251902	2021-11-14 17:50	PST	11.7638	P
USGS	371425116251902	2021-11-14 18:00	PST	11.7639	P
USGS	371425116251902	2021-11-14 18:10	PST	11.7594	P
USGS	371425116251902	2021-11-14 18:20	PST	11.7682	P
USGS	371425116251902	2021-11-14 18:30	PST	11.7582	P
USGS	371425116251902	2021-11-14 18:40	PST	11.7654	P
USGS	371425116251902	2021-11-14 18:50	PST	11.7633	P
USGS	371425116251902	2021-11-14 19:00	PST	11.7626	P
USGS	371425116251902	2021-11-14 19:10	PST	11.7663	P
USGS	371425116251902	2021-11-14 19:20	PST	11.7615	P
USGS	371425116251902	2021-11-14 19:30	PST	11.7689	P
USGS	371425116251902	2021-11-14 19:40	PST	11.7622	P
USGS	371425116251902	2021-11-14 19:50	PST	11.7717	P
USGS	371425116251902	2021-11-14 20:00	PST	11.7622	P
USGS	371425116251902	2021-11-14 20:10	PST	11.7722	P
USGS	371425116251902	2021-11-14 20:20	PST	11.7665	P
USGS	371425116251902	2021-11-14 20:30	PST	11.7701	P
USGS	371425116251902	2021-11-14 20:40	PST	11.7689	P
USGS	371425116251902	2021-11-14 20:50	PST	11.7689	P
USGS	371425116251902	2021-11-14 21:00	PST	11.7713	P
USGS	371425116251902	2021-11-14 21:10	PST	11.7653	P
USGS	371425116251902	2021-11-14 21:20	PST	11.7725	P
USGS	371425116251902	2021-11-14 21:30	PST	11.7665	P
USGS	371425116251902	2021-11-14 21:40	PST	11.7725	P
USGS	371425116251902	2021-11-14 21:50	PST	11.7630	P
USGS	371425116251902	2021-11-14 22:00	PST	11.7725	P
USGS	371425116251902	2021-11-14 22:10	PST	11.7606	P
USGS	371425116251902	2021-11-14 22:20	PST	11.7677	P
USGS	371425116251902	2021-11-14 22:30	PST	11.7606	P
USGS	371425116251902	2021-11-14 22:40	PST	11.7677	P
USGS	371425116251902	2021-11-14 22:50	PST	11.7594	P
USGS	371425116251902	2021-11-14 23:00	PST	11.7666	P
USGS	371425116251902	2021-11-14 23:10	PST	11.7645	P
USGS	371425116251902	2021-11-14 23:20	PST	11.7645	P
USGS	371425116251902	2021-11-14 23:30	PST	11.7635	P
USGS	371425116251902	2021-11-14 23:40	PST	11.7625	P
USGS	371425116251902	2021-11-14 23:50	PST	11.7625	P
USGS	371425116251902	2021-11-15 00:00	PST	11.7590	P
USGS	371425116251902	2021-11-15 00:10	PST	11.7602	P
USGS	371425116251902	2021-11-15 00:20	PST	11.7554	P
USGS	371425116251902	2021-11-15 00:30	PST	11.7613	P
USGS	371425116251902	2021-11-15 00:40	PST	11.7530	P
USGS	371425116251902	2021-11-15 00:50	PST	11.7602	P
USGS	371425116251902	2021-11-15 01:00	PST	11.7521	P
USGS	371425116251902	2021-11-15 01:10	PST	11.7595	P
USGS	371425116251902	2021-11-15 01:20	PST	11.7501	P
USGS	371425116251902	2021-11-15 01:30	PST	11.7573	P
USGS	371425116251902	2021-11-15 01:40	PST	11.7502	P
USGS	371425116251902	2021-11-15 01:50	PST	11.7573	P
USGS	371425116251902	2021-11-15 02:00	PST	11.7490	P
USGS	371425116251902	2021-11-15 02:10	PST	11.7562	P
USGS	371425116251902	2021-11-15 02:20	PST	11.7490	P
USGS	371425116251902	2021-11-15 02:30	PST	11.7550	P
USGS	371425116251902	2021-11-15 02:40	PST	11.7490	P
USGS	371425116251902	2021-11-15 02:50	PST	11.7538	P
USGS	371425116251902	2021-11-15 03:00	PST	11.7502	P
USGS	371425116251902	2021-11-15 03:10	PST	11.7526	P
USGS	371425116251902	2021-11-15 03:20	PST	11.7502	P
USGS	371425116251902	2021-11-15 03:30	PST	11.7478	P
USGS	371425116251902	2021-11-15 03:40	PST	11.7490	P
USGS	371425116251902	2021-11-15 03:50	PST	11.7454	P
USGS	371425116251902	2021-11-15 04:00	PST	11.7502	P
USGS	371425116251902	2021-11-15 04:10	PST	11.7454	P
USGS	371425116251902	2021-11-15 04:20	PST	11.7514	P
USGS	371425116251902	2021-11-15 04:30	PST	11.7443	P
USGS	371425116251902	2021-11-15 04:40	PST	11.7502	P
USGS	371425116251902	2021-11-15 04:50	PST	11.7419	P
USGS	371425116251902	2021-11-15 05:00	PST	11.7502	P
USGS	371425116251902	2021-11-15 05:10	PST	11.7419	P
USGS	371425116251902	2021-11-15 05:20	PST	11.7502	P
USGS	371425116251902	2021-11-15 05:30	PST	11.7407	P
USGS	371425116251902	2021-11-15 05:40	PST	11.7514	P
USGS	371425116251902	2021-11-15 05:50	PST	11.7407	P
USGS	371425116251902	2021-11-15 06:00	PST	11.7478	P
USGS	371425116251902	2021-11-15 06:10	PST	11.7383	P
USGS	371425116251902	2021-11-15 06:20	PST	11.7478	P
USGS	371425116251902	2021-11-15 06:30	PST	11.7395	P
USGS	371425116251902	2021-11-15 06:40	PST	11.7478	P
USGS	371425116251902	2021-11-15 06:50	PST	11.7454	P
USGS	371425116251902	2021-11-15 07:00	PST	11.7458	P
USGS	371425116251902	2021-11-15 07:10	PST	11.7451	P
USGS	371425116251902	2021-11-15 07:20	PST	11.7403	P
USGS	371425116251902	2021-11-15 07:30	PST	11.7488	P
USGS	371425116251902	2021-11-15 07:40	PST	11.7492	P
USGS	371425116251902	2021-11-15 07:50	PST	11.7449	P
USGS	371425116251902	2021-11-15 08:00	PST	11.7492	P
USGS	371425116251902	2021-11-15 08:10	PST	11.7516	P
USGS	371425116251902	2021-11-15 08:20	PST	11.7539	P
USGS	371425116251902	2021-11-15 08:30	PST	11.7537	P
USGS	371425116251902	2021-11-15 08:40	PST	11.7530	P
USGS	371425116251902	2021-11-15 08:50	PST	11.7545	P
USGS	371425116251902	2021-11-15 09:00	PST	11.7557	P
USGS	371425116251902	2021-11-15 09:10	PST	11.7545	P
USGS	371425116251902	2021-11-15 09:20	PST	11.7541	P
USGS	371425116251902	2021-11-15 09:30	PST	11.7525	P
USGS	371425116251902	2021-11-15 09:40	PST	11.7532	P
USGS	371425116251902	2021-11-15 09:50	PST	11.7530	P
USGS	371425116251902	2021-11-15 10:00	PST	11.7541	P
USGS	371425116251902	2021-11-15 10:10	PST	11.7518	P
USGS	371425116251902	2021-11-15 10:20	PST	11.7492	P
USGS	371425116251902	2021-11-15 10:30	PST	11.7451	P
USGS	371425116251902	2021-11-15 10:40	PST	11.7510	P
USGS	371425116251902	2021-11-15 10:50	PST	11.7510	P
USGS	371425116251902	2021-11-15 11:00	PST	11.7497	P
USGS	371425116251902	2021-11-15 11:10	PST	11.7409	P
USGS	371425116251902	2021-11-15 11:20	PST	11.7383	P
USGS	371425116251902	2021-11-15 11:30	PST	11.7415	P
USGS	371425116251902	2021-11-15 11:40	PST	11.7412	P
USGS	371425116251902	2021-11-15 11:50	PST	11.7328	P
USGS	371425116251902	2021-11-15 12:00	PST	11.7340	P
USGS	371425116251902	2021-11-15 12:10	PST	11.7364	P
USGS	371425116251902	2021-11-15 12:20	PST	11.7305	P
USGS	371425116251902	2021-11-15 12:30	PST	11.7269	P
USGS	371425116251902	2021-11-15 12:40	PST	11.7317	P
USGS	371425116251902	2021-11-15 12:50	PST	11.7293	P
USGS	371425116251902	2021-11-15 13:00	PST	11.7186	P
USGS	371425116251902	2021-11-15 13:10	PST	11.7222	P
USGS	371425116251902	2021-11-15 13:20	PST	11.7222	P
USGS	371425116251902	2021-11-15 13:30	PST	11.7174	P
USGS	371425116251902	2021-11-15 13:40	PST	11.7103	P
USGS	371425116251902	2021-11-15 13:50	PST	11.7186	P
USGS	371425116251902	2021-11-15 14:00	PST	11.7176	P
USGS	371425116251902	2021-11-15 14:10	PST	11.7157	P
USGS	371425116251902	2021-11-15 14:20	PST	11.7076	P
USGS	371425116251902	2021-11-15 14:30	PST	11.7046	P
USGS	371425116251902	2021-11-15 14:40	PST	11.7094	P
USGS	371425116251902	2021-11-15 14:50	PST	11.7094	P
USGS	371425116251902	2021-11-15 15:00	PST	11.7102	P
USGS	371425116251902	2021-11-15 15:10	PST	11.7102	P
USGS	371425116251902	2021-11-15 15:20	PST	11.7080	P
USGS	371425116251902	2021-11-15 15:30	PST	11.7092	P
USGS	371425116251902	2021-11-15 15:40	PST	11.7098	P
USGS	371425116251902	2021-11-15 15:50	PST	11.7114	P
USGS	371425116251902	2021-11-15 16:00	PST	11.7070	P
USGS	371425116251902	2021-11-15 16:10	PST	11.7034	P
USGS	371425116251902	2021-11-15 16:20	PST	11.7010	P
USGS	371425116251902	2021-11-15 16:30	PST	11.6980	P
USGS	371425116251902	2021-11-15 16:40	PST	11.6999	P
USGS	371425116251902	2021-11-15 16:50	PST	11.7037	P
USGS	371425116251902	2021-11-15 17:00	PST	11.7061	P
USGS	371425116251902	2021-11-15 17:10	PST	11.7037	P
USGS	371425116251902	2021-11-15 17:20	PST	11.7002	P
USGS	371425116251902	2021-11-15 17:30	PST	11.6942	P
USGS	371425116251902	2021-11-15 17:40	PST	11.6966	P
USGS	371425116251902	2021-11-15 17:50	PST	11.7002	P
USGS	371425116251902	2021-11-15 18:00	PST	11.7014	P
USGS	371425116251902	2021-11-15 18:10	PST	11.6990	P
USGS	371425116251902	2021-11-15 18:20	PST	11.6919	P
USGS	371425116251902	2021-11-15 18:30	PST	11.6931	P
USGS	371425116251902	2021-11-15 18:40	PST	11.6967	P
USGS	371425116251902	2021-11-15 18:50	PST	11.6990	P
USGS	371425116251902	2021-11-15 19:00	PST	11.7014	P
USGS	371425116251902	2021-11-15 19:10	PST	11.6966	P
USGS	371425116251902	2021-11-15 19:20	PST	11.6896	P
USGS	371425116251902	2021-11-15 19:30	PST	11.6967	P
USGS	371425116251902	2021-11-15 19:40	PST	11.7002	P
